Access Name,URL,imgURL,County,Type,Location,Access Type,Path to Beach,Managed by,Parking,Fee,Bathrooms,Handicap Access,Running Water,Showers,Camp Sites,Stairs to Beach,Boat Ramps,Tidepooling,Surfing,Hiking,Bicycling,Horseback Riding,Road Vehicle Access,Whale Watching
5 CA Tax Lot 19900 & 20000,?option=com_jumi&view=application&fileid=13&a=339&Itemid=109,/images/learn/access/P001253.gif,Lincoln,5 CA Tax Lot 19900 & 20000,Pedestrian Access,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South end of Alsea Ave,?option=com_jumi&view=application&fileid=13&a=340&Itemid=109,/images/learn/access/P001244.gif,Lincoln,South end of Alsea Ave,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tax Lot 09-11-05-34-01000-00 at Highway 101,?option=com_jumi&view=application&fileid=13&a=341&Itemid=109,/images/learn/access/P001255.gif,Lincoln,Tax Lot 09-11-05-34-01000-00 at Highway 101,Visual Access Only,beach,none,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tax Lot 09-11-05-34-01000-00 at Highway 101,?option=com_jumi&view=application&fileid=13&a=342&Itemid=109,/images/learn/access/.gif,Lincoln,Tax Lot 09-11-05-34-01000-00 at Highway 101,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tax Lot  09-11-05-34-01000-00 at Highway 101,?option=com_jumi&view=application&fileid=13&a=343&Itemid=109,/images/learn/access/.gif,Lincoln,Tax Lot  09-11-05-34-01000-00 at Highway 101,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Depoe Bay Ocean Wayside,?option=com_jumi&view=application&fileid=13&a=344&Itemid=109,/images/learn/access/P001267.gif,Lincoln,Depoe Bay Ocean Wayside,Visual Access Only,beach,none,unknown,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Depoe Bay State Park,?option=com_jumi&view=application&fileid=13&a=345&Itemid=109,/images/learn/access/P001256.gif,Lincoln,Depoe Bay State Park,Visual Access Only,beach,none,City,none,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes
Tax Lot 09-11-08-31-01200-00,?option=com_jumi&view=application&fileid=13&a=346&Itemid=109,/images/learn/access/.gif,Lincoln,Tax Lot 09-11-08-31-01200-00,Visual Access Only,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tax Lot 09-11-08-24-07300-00,?option=com_jumi&view=application&fileid=13&a=347&Itemid=109,/images/learn/access/P001257.gif,Lincoln,Tax Lot 09-11-08-24-07300-00,Pedestrian Access,beach,unpaved,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ellingston Street,?option=com_jumi&view=application&fileid=13&a=348&Itemid=109,/images/learn/access/P001265.gif,Lincoln,Ellingston Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Graham Street,?option=com_jumi&view=application&fileid=13&a=349&Itemid=109,/images/learn/access/P001258.gif,Lincoln,Graham Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Kent Street,?option=com_jumi&view=application&fileid=13&a=350&Itemid=109,/images/learn/access/P001262.gif,Lincoln,Kent Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cliff and Point Street,?option=com_jumi&view=application&fileid=13&a=351&Itemid=109,/images/learn/access/.gif,Lincoln,Cliff and Point Street,Visual Access Only,beach,yes,City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Beach Street,?option=com_jumi&view=application&fileid=13&a=352&Itemid=109,/images/learn/access/P001260.gif,Lincoln,Beach Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Rocky Creek Wayside Street Park,?option=com_jumi&view=application&fileid=13&a=353&Itemid=109,/images/learn/access/P001152.gif,Lincoln,Rocky Creek Wayside Street Park,Visual Access Only,beach,none,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=354&Itemid=109,/images/learn/access/P001223.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=355&Itemid=109,/images/learn/access/P001222.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=356&Itemid=109,/images/learn/access/P001221.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=357&Itemid=109,/images/learn/access/P001220.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=358&Itemid=109,/images/learn/access/P001224.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=359&Itemid=109,/images/learn/access/P001225.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=360&Itemid=109,/images/learn/access/P001226.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Old Highway 101 / Otter Crest,?option=com_jumi&view=application&fileid=13&a=361&Itemid=109,/images/learn/access/P001127.gif,Lincoln,Old Highway 101 / Otter Crest,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Foulweather,?option=com_jumi&view=application&fileid=13&a=362&Itemid=109,/images/learn/access/P001228.gif,Lincoln,Cape Foulweather,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Otter Crest Wayside State Park,?option=com_jumi&view=application&fileid=13&a=363&Itemid=109,/images/learn/access/P001230.gif,Lincoln,Otter Crest Wayside State Park,Visual Access Only,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Devils Punch Bowl St. Park,?option=com_jumi&view=application&fileid=13&a=364&Itemid=109,/images/learn/access/P001154.gif,Lincoln,Devils Punch Bowl St. Park,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no
Otter Rock @ Devils Pnchbwl,?option=com_jumi&view=application&fileid=13&a=365&Itemid=109,/images/learn/access/P001145.gif,Lincoln,Otter Rock @ Devils Pnchbwl,Visual Access Only,beach,none,County,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Hwy. 101 N. of Beverly Beach,?option=com_jumi&view=application&fileid=13&a=366&Itemid=109,/images/learn/access/P001155.gif,Lincoln,Hwy. 101 N. of Beverly Beach,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Beverly Beach State Park,?option=com_jumi&view=application&fileid=13&a=367&Itemid=109,/images/learn/access/P001177.gif,Lincoln,Beverly Beach State Park,Vehicle Access,beach,paved,State Parks,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes
Wade Creek,?option=com_jumi&view=application&fileid=13&a=368&Itemid=109,/images/learn/access/P001231.gif,Lincoln,Wade Creek,Pedestrian Access,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Moolack Creek North of Highway 101,?option=com_jumi&view=application&fileid=13&a=369&Itemid=109,/images/learn/access/P001108.gif,Lincoln,Moolack Creek North of Highway 101,Pedestrian Access,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Moolack Beach / Highway 101,?option=com_jumi&view=application&fileid=13&a=370&Itemid=109,/images/learn/access/P001108.gif,Lincoln,Moolack Beach / Highway 101,Pedestrian Access,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
N.W. 69th St.,?option=com_jumi&view=application&fileid=13&a=371&Itemid=109,/images/learn/access/P001116.gif,Lincoln,N.W. 69th St.,Pedestrian Access,beach,none,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NW 57th and Oleander,?option=com_jumi&view=application&fileid=13&a=372&Itemid=109,/images/learn/access/P001119.gif,Lincoln,NW 57th and Oleander,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NW 60th Street,?option=com_jumi&view=application&fileid=13&a=373&Itemid=109,/images/learn/access/P001117.gif,Lincoln,NW 60th Street,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
57th Street,?option=com_jumi&view=application&fileid=13&a=374&Itemid=109,/images/learn/access/.gif,Lincoln,57th Street,Visual Access Only,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yaquina Head / Ocean Drive,?option=com_jumi&view=application&fileid=13&a=375&Itemid=109,/images/learn/access/P001109.gif,Lincoln,Yaquina Head / Ocean Drive,Pedestrian Access,beach,unpaved,BLM,paved,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
Yaquina Head / Ocean Drive,?option=com_jumi&view=application&fileid=13&a=376&Itemid=109,/images/learn/access/P001700.gif,Lincoln,Yaquina Head / Ocean Drive,Pedestrian Access,beach,unpaved,BLM,paved,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no
Agate Way,?option=com_jumi&view=application&fileid=13&a=377&Itemid=109,/images/learn/access/P001113.gif,Lincoln,Agate Way,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bloch Memorial Wayside,?option=com_jumi&view=application&fileid=13&a=378&Itemid=109,/images/learn/access/P001114.gif,Lincoln,Bloch Memorial Wayside,Pedestrian Access,beach,unpaved,County,paved,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
Agate Beach Wayside,?option=com_jumi&view=application&fileid=13&a=379&Itemid=109,/images/learn/access/P001091.gif,Lincoln,Agate Beach Wayside,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
NW 22nd,?option=com_jumi&view=application&fileid=13&a=380&Itemid=109,/images/learn/access/P001092.gif,Lincoln,NW 22nd,Pedestrian Access,beach,unpaved,City,none,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
NW 16th,?option=com_jumi&view=application&fileid=13&a=381&Itemid=109,/images/learn/access/P001093.gif,Lincoln,NW 16th,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NW 12th,?option=com_jumi&view=application&fileid=13&a=382&Itemid=109,/images/learn/access/P001105.gif,Lincoln,NW 12th,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NW 11th - Jump off Joe,?option=com_jumi&view=application&fileid=13&a=383&Itemid=109,/images/learn/access/P001094.gif,Lincoln,NW 11th - Jump off Joe,Pedestrian Access,beach,unpaved,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Coast St./8th & 9th,?option=com_jumi&view=application&fileid=13&a=384&Itemid=109,/images/learn/access/P001103.gif,Lincoln,Coast St./8th & 9th,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
N.W. 6th St.,?option=com_jumi&view=application&fileid=13&a=385&Itemid=109,/images/learn/access/P001102.gif,Lincoln,N.W. 6th St.,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nye Beach / NW Beach,?option=com_jumi&view=application&fileid=13&a=386&Itemid=109,/images/learn/access/P001101.gif,Lincoln,Nye Beach / NW Beach,Pedestrian Access,beach,unpaved,City,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Sylvia Beach,?option=com_jumi&view=application&fileid=13&a=387&Itemid=109,/images/learn/access/P001006.gif,Lincoln,Sylvia Beach,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NW 3rd Street,?option=com_jumi&view=application&fileid=13&a=388&Itemid=109,/images/learn/access/P001098.gif,Lincoln,NW 3rd Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NW 1st Street,?option=com_jumi&view=application&fileid=13&a=389&Itemid=109,/images/learn/access/P001099.gif,Lincoln,NW 1st Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
West Olive Street,?option=com_jumi&view=application&fileid=13&a=390&Itemid=109,/images/learn/access/P001097.gif,Lincoln,West Olive Street,Pedestrian Access,beach,unpaved,City,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
SW 2nd,?option=com_jumi&view=application&fileid=13&a=391&Itemid=109,/images/learn/access/P001096.gif,Lincoln,SW 2nd,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SW 4th to SW 5th,?option=com_jumi&view=application&fileid=13&a=392&Itemid=109,/images/learn/access/P001089.gif,Lincoln,SW 4th to SW 5th,Pedestrian Access,beach,unpaved,City,none,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
SW Euilo Street,?option=com_jumi&view=application&fileid=13&a=393&Itemid=109,/images/learn/access/P001088.gif,Lincoln,SW Euilo Street,Pedestrian Access,beach,unpaved,City,none,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Park Street,?option=com_jumi&view=application&fileid=13&a=394&Itemid=109,/images/learn/access/P001121.gif,Lincoln,Park Street,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Minnie,?option=com_jumi&view=application&fileid=13&a=395&Itemid=109,/images/learn/access/P001701.gif,Lincoln,Minnie,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SW Government,?option=com_jumi&view=application&fileid=13&a=396&Itemid=109,/images/learn/access/P001086.gif,Lincoln,SW Government,Pedestrian Access,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yaquina Bay Start Park (North),?option=com_jumi&view=application&fileid=13&a=397&Itemid=109,/images/learn/access/P001084.gif,Lincoln,Yaquina Bay Start Park (North),Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
Yaquina Bay State Park (South),?option=com_jumi&view=application&fileid=13&a=398&Itemid=109,/images/learn/access/P001080.gif,Lincoln,Yaquina Bay State Park (South),Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
SW 27th Street,?option=com_jumi&view=application&fileid=13&a=399&Itemid=109,/images/learn/access/P001702.gif,Lincoln,SW 27th Street,Pedestrian Access,beach,unpaved,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SW 29th Street,?option=com_jumi&view=application&fileid=13&a=400&Itemid=109,/images/learn/access/P001703.gif,Lincoln,SW 29th Street,Pedestrian Access,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yaquina Bay - South Jetty,?option=com_jumi&view=application&fileid=13&a=401&Itemid=109,/images/learn/access/P001234.gif,Lincoln,Yaquina Bay - South Jetty,Vehicle Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
South Beach State Park,?option=com_jumi&view=application&fileid=13&a=402&Itemid=109,/images/learn/access/P001213.gif,Lincoln,South Beach State Park,Vehicle Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South Beach State Park,?option=com_jumi&view=application&fileid=13&a=403&Itemid=109,/images/learn/access/P001212.gif,Lincoln,South Beach State Park,Pedestrian Access,beach,paved,State Parks,paved,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
South Beach State Park,?option=com_jumi&view=application&fileid=13&a=404&Itemid=109,/images/learn/access/P001211.gif,Lincoln,South Beach State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Public Road North of Thiel Creek,?option=com_jumi&view=application&fileid=13&a=405&Itemid=109,/images/learn/access/P001559.gif,Lincoln,Public Road North of Thiel Creek,Visual Access Only,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
A Street,?option=com_jumi&view=application&fileid=13&a=406&Itemid=109,/images/learn/access/P001560.gif,Lincoln,A Street,Visual Access Only,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
B Street,?option=com_jumi&view=application&fileid=13&a=407&Itemid=109,/images/learn/access/P001561.gif,Lincoln,B Street,Visual Access Only,beach,unpaved,County,none,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
C Street,?option=com_jumi&view=application&fileid=13&a=408&Itemid=109,/images/learn/access/P001562.gif,Lincoln,C Street,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
D Street,?option=com_jumi&view=application&fileid=13&a=409&Itemid=109,/images/learn/access/P001564.gif,Lincoln,D Street,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lost Creek State Park,?option=com_jumi&view=application&fileid=13&a=410&Itemid=109,/images/learn/access/P001565.gif,Lincoln,Lost Creek State Park,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
E Street,?option=com_jumi&view=application&fileid=13&a=411&Itemid=109,/images/learn/access/P001566.gif,Lincoln,E Street,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ona Beach State Park,?option=com_jumi&view=application&fileid=13&a=412&Itemid=109,/images/learn/access/P001717.gif,Lincoln,Ona Beach State Park,Pedestrian Access,beach,unpaved,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ona Beach,?option=com_jumi&view=application&fileid=13&a=413&Itemid=109,/images/learn/access/P001718.gif,Lincoln,Ona Beach,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ona Beach State Park,?option=com_jumi&view=application&fileid=13&a=414&Itemid=109,/images/learn/access/p001716.gif,Lincoln,Ona Beach State Park,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ona Beach State Park,?option=com_jumi&view=application&fileid=13&a=415&Itemid=109,/images/learn/access/P001715.gif,Lincoln,Ona Beach State Park,Vehicle Access,beach,paved,State Parks,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Seal Rock Wayside / Highway 101,?option=com_jumi&view=application&fileid=13&a=416&Itemid=109,/images/learn/access/P001841.gif,Lincoln,Seal Rock Wayside / Highway 101,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seal Rock Wayside State Park,?option=com_jumi&view=application&fileid=13&a=417&Itemid=109,/images/learn/access/P001571.gif,Lincoln,Seal Rock Wayside State Park,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
Seal Rock (South),?option=com_jumi&view=application&fileid=13&a=418&Itemid=109,/images/learn/access/P002068.gif,Lincoln,Seal Rock (South),Pedestrian Access,beach,unpaved,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seal Rock (South End),?option=com_jumi&view=application&fileid=13&a=419&Itemid=109,/images/learn/access/P002076.gif,Lincoln,Seal Rock (South End),Pedestrian Access,beach,unpaved,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
James Street at Seal Rock,?option=com_jumi&view=application&fileid=13&a=420&Itemid=109,/images/learn/access/P002083.gif,Lincoln,James Street at Seal Rock,Visual Access Only,beach,none,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Quail Street at Collins Creek,?option=com_jumi&view=application&fileid=13&a=421&Itemid=109,/images/learn/access/P002081.gif,Lincoln,Quail Street at Collins Creek,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Collins Creek State Park,?option=com_jumi&view=application&fileid=13&a=422&Itemid=109,/images/learn/access/P002082.gif,Lincoln,Collins Creek State Park,Pedestrian Access,beach,none,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Driftwood Beach State Park,?option=com_jumi&view=application&fileid=13&a=423&Itemid=109,/images/learn/access/P001568.gif,Lincoln,Driftwood Beach State Park,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Driftwood Beach State Park,?option=com_jumi&view=application&fileid=13&a=424&Itemid=109,/images/learn/access/P001563.gif,Lincoln,Driftwood Beach State Park,Pedestrian Access,beach,unpaved,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
100 feet North of Cunard / Bayshore,?option=com_jumi&view=application&fileid=13&a=425&Itemid=109,/images/learn/access/P001138.gif,Lincoln,100 feet North of Cunard / Bayshore,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
300 feet North Clipper / Bayshore,?option=com_jumi&view=application&fileid=13&a=426&Itemid=109,/images/learn/access/P001149.gif,Lincoln,300 feet North Clipper / Bayshore,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mackey Street / Bayshore,?option=com_jumi&view=application&fileid=13&a=427&Itemid=109,/images/learn/access/P001137.gif,Lincoln,Mackey Street / Bayshore,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Westward Ho Street / Bayshore,?option=com_jumi&view=application&fileid=13&a=428&Itemid=109,/images/learn/access/P001077.gif,Lincoln,Westward Ho Street / Bayshore,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South of Pacific Way (North end) / Bay,?option=com_jumi&view=application&fileid=13&a=429&Itemid=109,/images/learn/access/P001141.gif,Lincoln,South of Pacific Way (North end) / Bay,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
150 feet South Beachview / Bayshore,?option=com_jumi&view=application&fileid=13&a=430&Itemid=109,/images/learn/access/P001072.gif,Lincoln,150 feet South Beachview / Bayshore,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oceania Drive South / Bayshore,?option=com_jumi&view=application&fileid=13&a=431&Itemid=109,/images/learn/access/P001143.gif,Lincoln,Oceania Drive South / Bayshore,Vehicle Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seabrook Lane,?option=com_jumi&view=application&fileid=13&a=432&Itemid=109,/images/learn/access/.gif,Lincoln,Seabrook Lane,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yaquina John Point,?option=com_jumi&view=application&fileid=13&a=433&Itemid=109,/images/learn/access/P001070.gif,Lincoln,Yaquina John Point,Visual Access Only,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yaquina John Point,?option=com_jumi&view=application&fileid=13&a=434&Itemid=109,/images/learn/access/P001122.gif,Lincoln,Yaquina John Point,Vehicle Access,beach,unpaved,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Governor Patterson State Park / North End,?option=com_jumi&view=application&fileid=13&a=435&Itemid=109,/images/learn/access/P001125.gif,Lincoln,Governor Patterson State Park / North End,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Governor Patterson State Park / South End,?option=com_jumi&view=application&fileid=13&a=436&Itemid=109,/images/learn/access/P001123.gif,Lincoln,Governor Patterson State Park / South End,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / across from Whitecap,?option=com_jumi&view=application&fileid=13&a=437&Itemid=109,/images/learn/access/P001126.gif,Lincoln,Highway 101 / across from Whitecap,Pedestrian Access,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / Mile Post 159,?option=com_jumi&view=application&fileid=13&a=438&Itemid=109,/images/learn/access/P001127.gif,Lincoln,Highway 101 / Mile Post 159,Pedestrian Access,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Beachside State Park,?option=com_jumi&view=application&fileid=13&a=439&Itemid=109,/images/learn/access/P001128.gif,Lincoln,Beachside State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Tillicum Beach Campground,?option=com_jumi&view=application&fileid=13&a=440&Itemid=109,/images/learn/access/P001129.gif,Lincoln,Tillicum Beach Campground,Pedestrian Access,beach,paved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Nebraska (First) at Tillicum,?option=com_jumi&view=application&fileid=13&a=441&Itemid=109,/images/learn/access/P001304.gif,Lincoln,Nebraska (First) at Tillicum,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Kansas (Second) at Tillicum,?option=com_jumi&view=application&fileid=13&a=442&Itemid=109,/images/learn/access/P001138.gif,Lincoln,Kansas (Second) at Tillicum,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oklahoma (Third) at Tillicum,?option=com_jumi&view=application&fileid=13&a=443&Itemid=109,/images/learn/access/P002077.gif,Lincoln,Oklahoma (Third) at Tillicum,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Texas (Fourth) at Tillicum,?option=com_jumi&view=application&fileid=13&a=444&Itemid=109,/images/learn/access/P001305.gif,Lincoln,Texas (Fourth) at Tillicum,Visual Access Only,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Colorado (Fifth) at Tillicum,?option=com_jumi&view=application&fileid=13&a=445&Itemid=109,/images/learn/access/P001131.gif,Lincoln,Colorado (Fifth) at Tillicum,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Knoxville (Sixth) atTillicum,?option=com_jumi&view=application&fileid=13&a=446&Itemid=109,/images/learn/access/P001132.gif,Lincoln,Knoxville (Sixth) atTillicum,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
